date,consignee,consignee_country,shipper,shipper_country,shipment_origin,shipment_destination,port_of_lading,port_of_lading_country,port_of_unlading_country,transport_method,goods_shipped,parcel_size_mt,weight,parcel_bin_2
2019-11-15T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,First Majestic Resources Mexicosa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,294.04290000000003,0 - 2500
2019-11-15T00:00:00Z,Ocean Partners Usa Inc.,United States,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,>7000t,16632.08,12500 and up
2019-11-15T00:00:00Z,Pemep Sac,Peru,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Peru,Ensenada (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,22.72,0 - 2500
2019-11-14T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Minera Mexicana El Rosario Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,535.71,0 - 2500
2019-11-14T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Minera Mexicana El Rosario Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,288.76,0 - 2500
2019-11-14T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Minera Mexicana El Rosario Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,425.97,0 - 2500
2019-11-14T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Minera Mexicana El Rosario Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,425.79,0 - 2500
2019-11-14T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,4162.327,2500 - 5000
2019-11-14T00:00:00Z,Traxys Europe S.A.,Luxembourg,Z Inc. International S.A.,Mexico,Mexico,Russia,Altamira (MX),Mexico,Luxembourg,Maritime,CONCENTRADO DE ZINC,<4000t,513.11145,0 - 2500
2019-11-13T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,711.61,0 - 2500
2019-11-12T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Germany,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,4477.71,2500 - 5000
2019-11-11T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Germany,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,7113.29,5000 - 7500
2019-11-11T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,MINERALES DE CINC,<4000t,20,0 - 2500
2019-11-04T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,709.78,0 - 2500
2019-11-01T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5396.52,5000 - 7500
2019-10-26T00:00:00Z,Anglo Europe Minerals Ltd.,United Kingdom,Faeza Alloyers S.A. De C.V.,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,United Kingdom,Maritime,CONCENTRADO DE ZINC,<4000t,22,0 - 2500
2019-10-25T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,53,0 - 2500
2019-10-25T00:00:00Z,Anglo Europe Minerals Ltd.,United Kingdom,Faeza Alloyers S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,United Kingdom,Maritime,CONCENTRADO DE ZINC,<4000t,88.29,0 - 2500
2019-10-25T00:00:00Z,Pemep Sac,NA,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.025,0 - 2500
2019-10-21T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5682.155,5000 - 7500
2019-10-21T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,MINERALES DE CINC,<4000t,20,0 - 2500
2019-10-21T00:00:00Z,H&H Metals Corp,United States,Ewr S.A. De C.V,Mexico,Mexico,Peru,Cardenas (MX),Mexico,United States,Maritime,CONCENTRADOS ZINC,<4000t,146.31,0 - 2500
2019-10-18T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,47.311,0 - 2500
2019-10-18T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.518,0 - 2500
2019-10-18T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,54.345,0 - 2500
2019-10-18T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,54.969,0 - 2500
2019-10-18T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,54.953,0 - 2500
2019-10-18T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,54.974,0 - 2500
2019-10-18T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,54.995,0 - 2500
2019-10-18T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,55.047,0 - 2500
2019-10-18T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,55.063,0 - 2500
2019-10-18T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,56.235,0 - 2500
2019-10-18T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,54.901,0 - 2500
2019-10-17T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,54.974,0 - 2500
2019-10-17T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,54.901,0 - 2500
2019-10-17T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,54.683,0 - 2500
2019-10-17T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,54.834,0 - 2500
2019-10-17T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.634,0 - 2500
2019-10-17T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.574,0 - 2500
2019-10-17T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.688,0 - 2500
2019-10-17T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.558,0 - 2500
2019-10-17T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.628,0 - 2500
2019-10-17T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.737,0 - 2500
2019-10-17T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.59,0 - 2500
2019-10-16T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.47,0 - 2500
2019-10-16T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.53,0 - 2500
2019-10-16T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.677,0 - 2500
2019-10-16T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.607,0 - 2500
2019-10-16T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.519,0 - 2500
2019-10-16T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.519,0 - 2500
2019-10-16T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.568,0 - 2500
2019-10-16T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.732,0 - 2500
2019-10-16T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.612,0 - 2500
2019-10-16T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,57.372,0 - 2500
2019-10-16T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,38.611,0 - 2500
2019-10-14T00:00:00Z,Pemep Sac,NA,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,23.1,0 - 2500
2019-10-10T00:00:00Z,"Korea Z Inc. Co., Ltd.",South Korea,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,11099,10000 - 12500
2019-10-10T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,MINERALES DE CINC,<4000t,20,0 - 2500
2019-10-09T00:00:00Z,Traxys Europe S.A.,Luxembourg,Z Inc. International S.A.,Mexico,Mexico,Russia,Altamira (MX),Mexico,Luxembourg,Maritime,CONCENTRADO DE ZINC,<4000t,502.06,0 - 2500
2019-10-08T00:00:00Z,Pemep Sac,NA,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.036,0 - 2500
2019-10-05T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5707.45,5000 - 7500
2019-10-04T00:00:00Z,Cliveden Trading Ag,Switzerland,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5521.52,5000 - 7500
2019-10-02T00:00:00Z,Concord Resources Ltd.,United Kingdom,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,United Kingdom,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5504.61,5000 - 7500
2019-10-01T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,751.64,0 - 2500
2019-09-27T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,"MINERALES DE CINC, MINERALES DE CINC",<4000t,40,0 - 2500
2019-09-24T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,405.49,0 - 2500
2019-09-23T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,365.4,0 - 2500
2019-09-17T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,6947.1,5000 - 7500
2019-09-17T00:00:00Z,Ningbo Honor Way Metal Material Co.,China,Linda Nayelly Dominguez Dominguez,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERAL DE ZINC,<4000t,89.53,0 - 2500
2019-09-17T00:00:00Z,H&H Metals Corp,United States,Ewr S.A. De C.V,Mexico,Mexico,Peru,Cardenas (MX),Mexico,United States,Maritime,CONCENTRADOS ZINC,<4000t,95.846,0 - 2500
2019-09-14T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2019-09-14T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,12000,10000 - 12500
2019-09-13T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,11298,10000 - 12500
2019-09-11T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5700,5000 - 7500
2019-08-30T00:00:00Z,Pemep Sac,NA,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.036,0 - 2500
2019-08-29T00:00:00Z,Pemep Sac,NA,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,22.66,0 - 2500
2019-08-27T00:00:00Z,Ocean Partners Usa Inc.,United States,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5427.03,5000 - 7500
2019-08-27T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5043.19,5000 - 7500
2019-08-27T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,6300,5000 - 7500
2019-08-26T00:00:00Z,Ocean Partners Usa Inc.,United States,Mk Metal Trading Mexico S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,<4000t,896.01,0 - 2500
2019-08-22T00:00:00Z,Pemep Sac,NA,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.4,0 - 2500
2019-08-22T00:00:00Z,Mcc Non Ferrous Trading Inc.,United States,Z Inc. International S.A.,Mexico,Mexico,Brazil,Altamira (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,<4000t,101.04,0 - 2500
2019-08-21T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,ZINC,<4000t,20,0 - 2500
2019-08-16T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,17600,12500 and up
2019-08-14T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5883.59,5000 - 7500
2019-08-13T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11500,10000 - 12500
2019-08-12T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,12000,10000 - 12500
2019-08-12T00:00:00Z,H&H Metals Corp,United States,Ewr S.A. De C.V,Mexico,Mexico,Peru,Cardenas (MX),Mexico,United States,Maritime,"MATERIA PRIMA DE ZINC, CONCENTRADOS ZINC",<4000t,86.836,0 - 2500
2019-08-10T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,8072.46,7500 - 10000
2019-08-07T00:00:00Z,"Qingdao Explore International Trade Co., Ltd.",China,Linda Nayelly Dominguez Dominguez,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERAL DE ZINC,<4000t,24.64,0 - 2500
2019-08-07T00:00:00Z,"Qingdao Explore International Trade Co., Ltd.",China,Linda Nayelly Dominguez Dominguez,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERAL DE ZINC,<4000t,21.64,0 - 2500
2019-08-07T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE CINC,<4000t,2625.6,2500 - 5000
2019-07-31T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,12000,10000 - 12500
2019-07-26T00:00:00Z,Traxys Europe S.A.,Luxembourg,Z Inc. International S.A.,Mexico,Mexico,Poland,Altamira (MX),Mexico,Luxembourg,Maritime,CONCENTRADO DE ZINC,<4000t,510.47366999999997,0 - 2500
2019-07-23T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,12000,10000 - 12500
2019-07-18T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,8813.701,7500 - 10000
2019-07-18T00:00:00Z,Pemep Sac,NA,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,50.072,0 - 2500
2019-07-17T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,TIERRA FINA DE ZINC,<4000t,20,0 - 2500
2019-07-17T00:00:00Z,Ocean Partners Usa Inc.,United States,Mk Metal Trading Mexico S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,<4000t,915.353,0 - 2500
2019-07-16T00:00:00Z,Ocean Partners Usa Inc.,United States,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5584.67,5000 - 7500
2019-07-15T00:00:00Z,Pemep Sac,NA,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.5,0 - 2500
2019-07-12T00:00:00Z,Pemep Sac,NA,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,26.406,0 - 2500
2019-07-12T00:00:00Z,Pemep Sac,NA,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,22.71,0 - 2500
2019-07-11T00:00:00Z,"Grand Tai Merchant (Shanghai) Co., Ltd.",China,Linda Nayelly Dominguez Dominguez,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERAL DE ZINC,<4000t,92.92,0 - 2500
2019-07-10T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,8800,7500 - 10000
2019-07-10T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,510.85,0 - 2500
2019-07-08T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,171.98,0 - 2500
2019-07-08T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,598.14,0 - 2500
2019-07-05T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,4337.71,2500 - 5000
2019-07-05T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,168.77,0 - 2500
2019-07-05T00:00:00Z,Traxys Europe S.A.,Luxembourg,Z Inc. International S.A.,Mexico,Mexico,Russia,Altamira (MX),Mexico,Luxembourg,Maritime,CONCENTRADO DE ZINC,<4000t,525.20424,0 - 2500
2019-07-04T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,114.21,0 - 2500
2019-07-04T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5700,5000 - 7500
